DateCreated,Status,OrganizationType,Name,ShortName,Affiliated School,Membership Type,Approximate year the organization was founded at UVA,"Please list 3-5 Primary Events/Programs that your CIO hosts each year. If you do not have annual recurring events,please list some of the events/programs you hosted this past year.",Total number of Members (approximate),"Approximate membership dues per academic year (if zero,please write ""zero"")","Approximately,how much money do members spend out of pocket per academic year,not including dues,for your CIO activities? (write the number,don't include $)","Please list your primary sources of funding (SAF,fundraisers,national organizations,alumni,departments,etc.)","Not including SAF,approximately how much money does your organization fundraise per academic year?",Does???ˇthis organization require an application or an interview/audition process to join?,How frequently does???ˇthis organization meet?,"Approximately how many hours/week do non-exec members spend on your organization's activities (meetings,events,planning,etc.)?",When does???ˇthis organization elect new officers?,When does???ˇthis organization do recruitment/membership intake?,"Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Marketing","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Planning Events","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Reserving Spaces","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Fundraising/Budgeting/Co-Sponsorships","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Transitioning Officers","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Recruiting New Members","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Delegation","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Community Building/Icebreakers","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Motivating Members","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Holding Members Accountable","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Developing a Mission/Vision","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Collaboration (with other CIOs,the community,faculty/staff,etc.)","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Other",Are you the 2020-2021 incoming President OR a 2020-2021 returning member/officer????ˇ,Are you a first time President?
4/14/2020 10:56,Approved,Contracted Independent Organization,Survivor at UVA,,Arts and Sciences,Predominantly Undergraduate Students,2017,"Challenges can include physical and mental activities including but not limited to swimming, running, endurance, trivia, and puzzles.At tribal councils, every member present will vote to vote one of their fellow competitors out of the game.All of these activities will be filmed and edited into episodes to be released after the winner is determined.",30,250,50,SAF,,Interview/Audition,Weekly,4,April ,Fall & Spring Semester,,,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
4/30/2020 10:42,Approved,Contracted Independent Organization,Bharatiya Council,BC,No affiliated schools,Predominantly Undergraduate Students,2020,1) Diwali Cultural Event2) Republic Day Fundraiser3) India vs Pakistan Friendly Cricket Match4) First-year Welcome Event,27,zero,30,None,,Neither,Weekly,0-1,January,Fall semester,Marketing,,Reserving Spaces,,,Recruiting New Members,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/20/2020 10:11,Approved,Contracted Independent Organization,Ceramics Club at the University of Virginia,Ceramics Club,No affiliated schools,Both Undergraduate and Graduate Students,2008,"Wheel throwing, ceramic hand building, and fun!",25,"$160-640 annually, paid directly to our partner organization","Members likely spend an additional $40-300 annually, also paid directly to our partner organization",SAF,,Neither,Weekly,2-4 hours,March ,Fall & Spring Semester,,Planning Events,,,,,,,,Holding Members Accountable,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","No, I am a returning President for this organization"
4/30/2020 12:16,Approved,Contracted Independent Organization,Club Cycling at UVA,Cycling Club,No affiliated schools,Both Undergraduate and Graduate Students,1990,"Group training rides,Road Races,Mountain Bike Races,Cyclocross Races,Social Events",15,70,,SAF,,Neither,Weekly,"depends on the member, most train between 0 and 10 hours per week",April ,Members can join at any time,,,,,,,,,,,,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
4/13/2020 17:03,Approved,CIO - Darden,Darden Dance Club,DDC,Business (Darden),Predominantly Graduate Students,2018,Dance WorkoutsDance LessonsDance Performances,40,10,0,Membership dues,Not sure what SAF is: 500 per year in membership dues,Neither,Monthly,1,April ,Fall semester,,Planning Events,Reserving Spaces,,,,,,,,,,,"No, I am not, but I am the only one who makes sense to renew the organization at this time.","Yes, this is my first time as President for this organization"
5/4/2020 22:40,Approved,Contracted Independent Organization,The Art Club at the University of Virginia,Art Club,No affiliated schools,Predominantly Undergraduate Students,2016,"Activities include art meetings and workshops, painting on the lawn, and other events.",40,zero,0,SAF,"Our fundraising plans were interrupted due to COVID-19, so it's unclear at this point.",Neither,Monthly,Our events are typically around an hour to two hours every two weeks,September,Members can join at any time,Marketing,Planning Events,,Fundraising/Budgeting/Co-Sponsorships,,,,,Motivating Members,,,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
5/1/2020 12:07,Approved,CIO - Law ,International Tax Moot Court Team at UVA,,Law,Predominantly Graduate Students,2015,Moot Court preparationWritingMoot Court Competition,12,zero,"Does out of pocket include expenses which are later reimbursed? If so, around five thousand dollars. If not, then minimal expenses.",Law School Foundation and Main Grounds funding sources,2000,Application,Weekly,"Ten-twenty hours a week during the competition, sometimes more",May,Spring Semester,,,,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/6/2020 19:41,Approved,Contracted Independent Organization,Paul Robeson Players,PRP,Arts and Sciences,Predominantly Undergraduate Students,2015,"In the past, the group has performed productions/scenes from A Day of Absence, Things Fall Apart, For Colored Girls, etc. The group also performed at numerous showcases, such as Portraits of Color, Our Voices, Our Images, Our Time..., Black History Month Showcase, etc., around grounds and has held a few coffeehouse type performances as well. We intend to pursue community service initiatives with local high schools in the fall semesters. We also producer a 24 hour play project during every Black History Month.",20,20,0,HistoryMakers,varies,Interview/Audition,Weekly,4-Jan,May,Fall & Spring Semester,,,,,,,,,,,,,,"No, I am not, but I am the only one who makes sense to renew the organization at this time.","No, I am a returning President for this organization"
4/17/2020 18:39,Approved,Contracted Independent Organization,Hot Kids Video and Sketch Comedy,HKC/Hot Kids Comedy,No affiliated schools,Predominantly Undergraduate Students,2009,Hot Kids Comedy makes live sketches and video shorts all for the purpose of putting on one epic comedy show each semester.We also have some social events throughout the year.,25,zero,20,"SAF, proceeds from our shows",varies,Interview/Audition,Weekly,4,January,Fall & Spring Semester,Marketing,Planning Events,,Fundraising/Budgeting/Co-Sponsorships,,,,,Motivating Members,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/29/2020 19:11,Approved,Contracted Independent Organization,Virginia Undergraduate Real Estate Club,VUREC,Commerce (McIntire),Predominantly Undergraduate Students,2017,Weekly training programSpeeches from visiting real estate professionals Club dinners and social activities,45,zero,0,McIntire funding,0,Application,Weekly,1,January,Fall semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
4/29/2020 17:37,Approved,Contracted Independent Organization,Legislators of Tomorrow ,LoT,No affiliated schools,Predominantly Undergraduate Students,2013,"Researching, creating, and writing a bill; lobbying members of the Virginia General Assembly; promoting the bill through social media, news, etc.; testifying on behalf of a bill in committee at the Virginia General Assembly",10,Zero,15,SAF,0,Interview/Audition,Weekly,2,April ,Members can join at any time,,,,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,Motivating Members,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/6/2020 18:46,Approved,Contracted Independent Organization,Virginia Wellness Initiative ,VWI,Medicine,Predominantly Graduate Students,2011,#ERROR!,15,zero,0,SAF,0,Application,Monthly,1,January,Spring Semester,,,,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","No, I am a returning President for this organization"
5/22/2020 13:08,Approved,Contracted Independent Organization,Students for Peace and Justice in Palestine ,SPJP,No affiliated schools,Predominantly Undergraduate Students,2018,"Screenings of documentaries on Palestine, demonstrations on campus, teach-ins and discussions, and bringing outside speakers and performers to Grounds.",30,zero,0,"We will use funds like student council, college council...",0,Neither,Monthly,zero,March ,Members can join at any time,,,,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,Motivating Members,Holding Members Accountable,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/9/2020 14:58,Approved,Contracted Independent Organization,Virginia Law First Generation Professionals,VLFGP,Law,Predominantly Graduate Students,2019,"First general meeting, mentorship social, panels on 1st gen experience at big-law fims",70,zero,0,"SAF, law school foundation, law firms",Zero. We are looking to start soliciting donations from law firms.,Neither,Monthly,1,April ,Members can join at any time,,,,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/5/2020 16:04,Approved,Contracted Independent Organization,Muslims United,,No affiliated schools,Predominantly Undergraduate Students,2020,General Body MeetingGraduation MixerPolitical DialogueHalaqaPublic ForumQuran Study,15,zero,,-,,Neither,Weekly,-,April ,Members can join at any time,,,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,,,Community Building/Icebreakers,,,Developing a Mission/Vision,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","No, I am a returning President for this organization"
5/28/2020 13:23,Approved,CIO - Darden,Middle East and Islamic Student Association at Darden,MEISA,Business (Darden),Predominantly Graduate Students,-,"Events: Eid Celebration, lunch/discussion groups, plan and hold a discussion on life and work in Middle Eastern countries by students, Islamic Finance Forum, Demystifying the Misconceptions about Islam and Radicalism discussionCommunity support: reach out to the Middle East/Muslim community at UVA and in Charlottesville to provide further resources to members, talk to prospective students, provide resources to admitted students contemplating their business school decisionAdmissions: collect contacts for admissions to target during their recruiting processBusiness: work with professors planning GBE/GFEs to Middle Eastern and/or Muslims countries to provide additional cultural expertise, work with CDC to generate contacts in this region",15,zero,,-,,Neither,Once or twice a semester,-,March ,Fall & Spring Semester,,Planning Events,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/29/2020 16:48,Approved,Contracted Independent Organization,National Pan-Hellenic Council,NPHC,Arts and Sciences,Predominantly Undergraduate Students,-,Governing the active member organizations within the Council; hosting service events and educational forums for the students on Grounds to become involved in; promoting academic excellence in the student community.,15,zero,,-,,Neither,Monthly,-,May,Fall & Spring Semester,,,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,,,,,Holding Members Accountable,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/3/2020 21:50,Approved,Contracted Independent Organization,Asian InterVarsity Christian Fellowship,AIV,No affiliated schools,Predominantly Undergraduate Students,-,"Family groups, small group, worship, family groups, Bible study, prayer, retreats, conferences",30,zero,,-,,Neither,Weekly,-,March ,Members can join at any time,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/21/2020 13:24,Approved,Contracted Independent Organization,Diversity in Nursing for a Better Community,D.N.B.C.,Nursing,Both Undergraduate and Graduate Students,-,Cultural/Diversity Break Through To Nursing EventsCommunity Service/Volunteering,30,Zero,,-,,Neither,Monthly,-,April ,Members can join at any time,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/29/2020 17:03,Approved,Contracted Independent Organization,Black Commerce Student Network at McIntire,BCSN,Commerce (McIntire),Predominantly Undergraduate Students,-,"Professional development seminars, resume reviews, community service events, etiquette dinners, mock interviews, round-table discussions about community improvements, McIntire application reviews,  etc.",35,zero,,-,,Neither,Monthly,-,April ,Members can join at any time,Marketing,,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,Community Building/Icebreakers,,Holding Members Accountable,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/29/2020 14:36,Approved,Contracted Independent Organization,Advertising and Marketing Association at the University of Virginia,AMA,Commerce (McIntire),Predominantly Undergraduate Students,-,"In the past, AMA has hosted the following types of events and programs:- Internship & Career Panels- Executive Lecturers- Networking Events- Case Competitions- Mentorship Program- Photoshop & InDesign Workshops- Advertising Competitions",40,zero,,-,,Neither,Weekly,-,March ,Members can join at any time,Marketing,Planning Events,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,,,,,Holding Members Accountable,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
